name	len	score	pvalue
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_0_classid_1	1026	0.9999982714653015	0.0004343228340509102
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_1_classid_1	1026	0.5079078674316406	0.0579537729435758
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_2_classid_1	1026	0.9994547963142395	0.0029647254324344737
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_3_classid_0	1026	1.5831801647436805e-05	0.7601027267920538
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_4_classid_1	1026	0.9997771978378296	0.002077196162852179
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_5_classid_1	1026	0.9998836517333984	0.0017561749376841151
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_6_classid_1	1026	0.9998899698257446	0.0017372913362036408
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_7_classid_0	1026	0.10600537806749344	0.18636226301080142
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_8_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_9_classid_1	1026	0.7815825939178467	0.026682528891910265
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_10_classid_0	1026	0.783906877040863	0.026606994485988366
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_11_classid_0	1026	0.060976915061473846	0.22190120099705415
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_12_classid_0	1026	2.115404640790075e-06	0.8460231135282121
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_13_classid_1	1026	0.999822735786438	0.0020016617569302815
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_14_classid_0	1026	0.0011494996724650264	0.4988103331067301
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_15_classid_0	1026	9.969976963475347e-05	0.6588488556537503
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_16_classid_0	1026	2.8140993890701793e-07	0.9069227283027419
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_17_classid_0	1026	0.00018431656644679606	0.620420726640985
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_18_classid_0	1026	0.17738698422908783	0.15475111413248735
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_19_classid_1	1026	0.9226179122924805	0.016069944859883677
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_20_classid_0	1026	8.478211384499446e-05	0.6683095399954679
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_21_classid_0	1026	0.0005008542793802917	0.5558576931792432
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_22_classid_0	1026	9.945981815917548e-09	0.9645743636226302
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_23_classid_0	1026	1.5311548850149848e-05	0.7614812297001284
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_24_classid_0	1026	0.537904679775238	0.050834655185436964
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_25_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_26_classid_0	1026	0.0007763052708469331	0.5263048568623008
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_27_classid_1	1026	0.9963501691818237	0.005646196842661833
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_28_classid_1	1026	0.9897499680519104	0.0074590225847873705
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_29_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_30_classid_0	1026	0.0004469267441891134	0.5638076894025229
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_31_classid_1	1026	0.5216076970100403	0.05410151824155903
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_32_classid_0	1026	2.429776759527158e-05	0.7388209079235591
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_33_classid_0	1026	0.6062336564064026	0.04161945766296548
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_34_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_35_classid_0	1026	0.0001063236195477657	0.6550343681546945
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_36_classid_0	1026	0.0007855211151763797	0.5254173275927185
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_38_classid_0	1026	0.999571681022644	0.002757005816149256
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_39_classid_0	1026	2.5354231183882803e-05	0.7364793413399804
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_40_classid_1	1026	0.9926392436027527	0.006816980134451243
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_41_classid_1	1026	0.9998815059661865	0.0017750585391645894
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_42_classid_1	1026	0.960862934589386	0.012236573759347382
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_43_classid_1	1026	0.9814972877502441	0.009083012312108165
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_44_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_45_classid_1	1026	0.9999997615814209	0.00026437042072664096
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_46_classid_1	1026	0.5686028003692627	0.04581161719163079
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_47_classid_1	1026	0.9992731809616089	0.003134677845758743
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_48_classid_0	1026	0.331489235162735	0.11220635999697863
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_49_classid_1	1026	1.0	0.0
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_50_classid_0	1026	0.0161643847823143	0.3099743183019866
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_51_classid_0	1026	7.175496284617111e-05	0.6779401767505099
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_53_classid_1	1026	0.999977171421051	0.000849762066621346
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_54_classid_1	1026	0.485321581363678	0.07168215121988065
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_55_classid_0	1026	0.3260212540626526	0.11345267769468993
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_56_classid_0	1026	1.7787875549402088e-05	0.7545698315582748
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_57_classid_0	1026	4.2051029595313594e-05	0.7088903995770073
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_58_classid_1	1026	0.9754648208618164	0.009838356371327139
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_59_classid_0	1026	2.816896085278131e-07	0.9068849610997809
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_60_classid_0	1026	0.007623677607625723	0.36315054007100234
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_61_classid_1	1026	0.9997144937515259	0.002284915779137397
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_62_classid_0	1026	3.5022239899262786e-06	0.826629654807765
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_63_classid_0	1026	0.000960483739618212	0.5118966689326988
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_64_classid_1	1026	0.9999986886978149	0.0004154392325704358
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_65_classid_0	1026	8.814973625703715e-06	0.7873139965254173
LCA_seed33_repr_k6_Pshort0_1024_s4000_k6s1_recid_66_classid_0	1026	0.23371431231498718	0.13662285671123198
